# Time	forces(pressure, viscous) moment(pressure, viscous)
141	(((7.03015 -0.751275 -8.8498e-19) (0.250229 -0.00152493 -1.505e-23)) ((0.0095412 0.0892829 -8.36642e-09) (1.93667e-05 0.0031779 -2.75288e-05)))
142	(((7.01637 -0.742192 -8.8512e-19) (0.250158 -0.00150739 -1.50082e-23)) ((0.00942584 0.0891079 -1.06179e-08) (1.91439e-05 0.00317701 -2.61059e-05)))
143	(((6.99792 -0.734847 -8.85209e-19) (0.250118 -0.00148948 -1.49689e-23)) ((0.00933256 0.0888736 -1.17713e-08) (1.89163e-05 0.0031765 -2.47188e-05)))
144	(((6.97004 -0.73634 -8.85186e-19) (0.250108 -0.00147226 -1.49325e-23)) ((0.00935152 0.0885195 -1.11513e-08) (1.86977e-05 0.00317637 -2.33335e-05)))
145	(((6.94183 -0.7419 -8.85133e-19) (0.250127 -0.00145641 -1.48994e-23)) ((0.00942213 0.0881613 -1.13961e-08) (1.84964e-05 0.00317661 -2.19292e-05)))
146	(((6.91714 -0.744443 -8.85117e-19) (0.250175 -0.00144113 -1.48704e-23)) ((0.00945443 0.0878476 -1.29892e-08) (1.83024e-05 0.00317722 -2.05321e-05)))
147	(((6.89331 -0.739968 -8.85143e-19) (0.250252 -0.00142557 -1.48447e-23)) ((0.0093976 0.0875451 -1.506e-08) (1.81047e-05 0.00317821 -1.91691e-05)))
148	(((6.86338 -0.732119 -8.85161e-19) (0.250359 -0.00140953 -1.48211e-23)) ((0.00929791 0.0871649 -1.65708e-08) (1.7901e-05 0.00317956 -1.78437e-05)))
149	(((6.82246 -0.728522 -8.85189e-19) (0.250494 -0.00139365 -1.47986e-23)) ((0.00925222 0.0866452 -1.65402e-08) (1.76994e-05 0.00318128 -1.65325e-05)))
150	(((6.77737 -0.7299 -8.85189e-19) (0.250657 -0.00137865 -1.47774e-23)) ((0.00926974 0.0860726 -1.66492e-08) (1.75089e-05 0.00318335 -1.52129e-05)))
151	(((6.73523 -0.731521 -8.85121e-19) (0.250848 -0.00136426 -1.47589e-23)) ((0.00929032 0.0855374 -1.79583e-08) (1.73261e-05 0.00318577 -1.38967e-05)))
152	(((6.69304 -0.731562 -8.85039e-19) (0.251066 -0.00134988 -1.47439e-23)) ((0.00929083 0.0850016 -1.90974e-08) (1.71435e-05 0.00318854 -1.26034e-05)))
153	(((6.6514 -0.72706 -8.84982e-19) (0.251311 -0.00133549 -1.47324e-23)) ((0.00923366 0.0844727 -2.03605e-08) (1.69607e-05 0.00319165 -1.13314e-05)))
154	(((6.60764 -0.72066 -8.84934e-19) (0.251584 -0.001321 -1.47238e-23)) ((0.00915238 0.0839171 -2.15223e-08) (1.67767e-05 0.00319511 -1.00822e-05)))
155	(((6.55645 -0.718734 -8.84893e-19) (0.251883 -0.00130673 -1.47173e-23)) ((0.00912792 0.0832669 -2.16139e-08) (1.65954e-05 0.00319891 -8.84575e-06)))
156	(((6.50212 -0.719948 -8.84823e-19) (0.252207 -0.00129312 -1.47125e-23)) ((0.00914334 0.0825769 -2.19756e-08) (1.64227e-05 0.00320304 -7.60598e-06)))
157	(((6.44695 -0.719781 -8.84704e-19) (0.252558 -0.0012799 -1.471e-23)) ((0.00914121 0.0818762 -2.33831e-08) (1.62547e-05 0.00320749 -6.37627e-06)))
158	(((6.38573 -0.71745 -8.84575e-19) (0.252934 -0.0012666 -1.47101e-23)) ((0.00911162 0.0810988 -2.44846e-08) (1.60858e-05 0.00321226 -5.1729e-06)))
159	(((6.31693 -0.71554 -8.8447e-19) (0.253335 -0.00125348 -1.47125e-23)) ((0.00908735 0.080225 -2.47438e-08) (1.59191e-05 0.00321735 -3.98506e-06)))
160	(((6.24602 -0.712239 -8.84381e-19) (0.25376 -0.0012408 -1.47168e-23)) ((0.00904544 0.0793244 -2.52583e-08) (1.57582e-05 0.00322275 -2.80479e-06)))
161	(((6.17324 -0.709679 -8.84264e-19) (0.254209 -0.00122843 -1.47228e-23)) ((0.00901292 0.0784001 -2.59129e-08) (1.5601e-05 0.00322846 -1.63796e-06)))
162	(((6.09832 -0.709208 -8.84076e-19) (0.254682 -0.00121634 -1.47308e-23)) ((0.00900694 0.0774487 -2.65598e-08) (1.54475e-05 0.00323446 -4.8419e-07)))
163	(((6.0164 -0.711455 -8.83879e-19) (0.255178 -0.00120469 -1.4741e-23)) ((0.00903548 0.0764083 -2.66632e-08) (1.52996e-05 0.00324076 6.57769e-07)))
164	(((5.95068 -0.705113 -8.83746e-19) (0.255697 -0.001193 -1.47528e-23)) ((0.00895493 0.0755737 -2.98802e-08) (1.51511e-05 0.00324735 1.77635e-06)))
165	(((5.87062 -0.693707 -8.83561e-19) (0.256239 -0.0011803 -1.47676e-23)) ((0.00881008 0.0745569 -3.0324e-08) (1.49898e-05 0.00325424 2.83292e-06)))
166	(((5.7811 -0.689254 -8.83329e-19) (0.256804 -0.00116813 -1.47842e-23)) ((0.00875352 0.0734199 -3.00618e-08) (1.48352e-05 0.00326141 3.88598e-06)))
167	(((5.68199 -0.69652 -8.83097e-19) (0.25739 -0.00115718 -1.48023e-23)) ((0.0088458 0.0721612 -2.93496e-08) (1.46962e-05 0.00326885 4.95118e-06)))
168	(((5.58527 -0.700553 -8.82858e-19) (0.257996 -0.00114727 -1.48221e-23)) ((0.00889703 0.0709329 -3.04034e-08) (1.45703e-05 0.00327655 6.02007e-06)))
169	(((5.48644 -0.698469 -8.82638e-19) (0.258623 -0.00113723 -1.48436e-23)) ((0.00887056 0.0696778 -3.17941e-08) (1.44428e-05 0.00328451 7.05707e-06)))
170	(((5.38194 -0.689579 -8.82417e-19) (0.259271 -0.00112681 -1.48667e-23)) ((0.00875765 0.0683506 -3.28654e-08) (1.43104e-05 0.00329274 8.05988e-06)))
171	(((5.27013 -0.681362 -8.82164e-19) (0.259939 -0.0011163 -1.48913e-23)) ((0.0086533 0.0669307 -3.33842e-08) (1.4177e-05 0.00330123 9.04014e-06)))
172	(((5.14977 -0.682136 -8.81892e-19) (0.260627 -0.00110635 -1.49177e-23)) ((0.00866313 0.0654021 -3.29038e-08) (1.40506e-05 0.00330996 1.00144e-05)))
173	(((5.02885 -0.685425 -8.81603e-19) (0.261333 -0.00109736 -1.49462e-23)) ((0.0087049 0.0638664 -3.30055e-08) (1.39365e-05 0.00331893 1.09918e-05)))
174	(((4.91093 -0.682988 -8.81285e-19) (0.262058 -0.00108869 -1.49768e-23)) ((0.00867395 0.0623688 -3.42474e-08) (1.38264e-05 0.00332814 1.19521e-05)))
175	(((4.79094 -0.67617 -8.80957e-19) (0.262802 -0.00107972 -1.50089e-23)) ((0.00858735 0.0608449 -3.53633e-08) (1.37124e-05 0.00333759 1.28797e-05)))
176	(((4.66655 -0.669355 -8.80631e-19) (0.263564 -0.00107057 -1.50421e-23)) ((0.00850081 0.0592652 -3.62234e-08) (1.35962e-05 0.00334727 1.37787e-05)))
177	(((4.53115 -0.670002 -8.80302e-19) (0.264344 -0.00106178 -1.50758e-23)) ((0.00850902 0.0575456 -3.59707e-08) (1.34847e-05 0.00335717 1.46609e-05)))
178	(((4.39007 -0.671127 -8.7995e-19) (0.265141 -0.00105391 -1.51105e-23)) ((0.00852331 0.0557539 -3.59516e-08) (1.33847e-05 0.0033673 1.55414e-05)))
179	(((4.246 -0.67102 -8.79575e-19) (0.265955 -0.00104662 -1.51468e-23)) ((0.00852196 0.0539242 -3.62016e-08) (1.32921e-05 0.00337763 1.64127e-05)))
180	(((4.10306 -0.666195 -8.79207e-19) (0.266786 -0.00103945 -1.5185e-23)) ((0.00846068 0.0521088 -3.73402e-08) (1.3201e-05 0.00338818 1.72646e-05)))
181	(((3.95134 -0.6625 -8.78801e-19) (0.267633 -0.00103202 -1.52247e-23)) ((0.00841375 0.0501821 -3.82766e-08) (1.31066e-05 0.00339894 1.80851e-05)))
182	(((3.78421 -0.659306 -8.78358e-19) (0.268496 -0.00102468 -1.52655e-23)) ((0.00837318 0.0480595 -3.85698e-08) (1.30134e-05 0.0034099 1.88813e-05)))
183	(((3.60663 -0.658587 -8.77918e-19) (0.269375 -0.00101795 -1.53072e-23)) ((0.00836405 0.0458042 -3.83499e-08) (1.2928e-05 0.00342106 1.96711e-05)))
184	(((3.43204 -0.654862 -8.77486e-19) (0.270269 -0.00101181 -1.53501e-23)) ((0.00831675 0.0435869 -3.87815e-08) (1.285e-05 0.00343241 2.04553e-05)))
185	(((3.25738 -0.65277 -8.7704e-19) (0.271177 -0.00100584 -1.53942e-23)) ((0.00829018 0.0413687 -3.91209e-08) (1.27741e-05 0.00344395 2.12221e-05)))
186	(((3.08122 -0.649088 -8.76557e-19) (0.272101 -0.000999957 -1.54396e-23)) ((0.00824341 0.0391315 -3.98128e-08) (1.26995e-05 0.00345569 2.19737e-05)))
187	(((2.89817 -0.645871 -8.76057e-19) (0.27304 -0.000994124 -1.5486e-23)) ((0.00820256 0.0368068 -4.05429e-08) (1.26254e-05 0.0034676 2.27095e-05)))
188	(((2.70808 -0.644411 -8.75577e-19) (0.273993 -0.000988465 -1.55331e-23)) ((0.00818402 0.0343926 -4.13505e-08) (1.25535e-05 0.00347971 2.34302e-05)))
189	(((2.51177 -0.641472 -8.75084e-19) (0.27496 -0.000982974 -1.5581e-23)) ((0.0081467 0.0318995 -4.19285e-08) (1.24838e-05 0.00349199 2.4134e-05)))
190	(((2.31201 -0.638504 -8.74539e-19) (0.275941 -0.000977719 -1.56299e-23)) ((0.00810901 0.0293625 -4.22847e-08) (1.2417e-05 0.00350446 2.48228e-05)))
191	(((2.10592 -0.637888 -8.73984e-19) (0.276936 -0.000972974 -1.56802e-23)) ((0.00810118 0.0267451 -4.17645e-08) (1.23568e-05 0.00351709 2.55034e-05)))
192	(((1.90135 -0.634851 -8.73456e-19) (0.277945 -0.00096887 -1.57317e-23)) ((0.0080626 0.0241471 -4.21294e-08) (1.23046e-05 0.0035299 2.61832e-05)))
193	(((1.69397 -0.629323 -8.72928e-19) (0.278967 -0.000964808 -1.57841e-23)) ((0.0079924 0.0215134 -4.29416e-08) (1.22531e-05 0.00354288 2.68446e-05)))
194	(((1.47902 -0.625548 -8.72394e-19) (0.280002 -0.000960645 -1.58369e-23)) ((0.00794445 0.0187835 -4.38529e-08) (1.22002e-05 0.00355603 2.74794e-05)))
195	(((1.24004 -0.629112 -8.7178e-19) (0.281051 -0.000956804 -1.58901e-23)) ((0.00798973 0.0157485 -4.3556e-08) (1.21514e-05 0.00356935 2.80896e-05)))
196	(((0.985838 -0.629715 -8.71127e-19) (0.282112 -0.000953863 -1.59442e-23)) ((0.00799738 0.0125201 -4.30997e-08) (1.21141e-05 0.00358283 2.86939e-05)))
197	(((0.72508 -0.629745 -8.70469e-19) (0.283186 -0.00095178 -1.59991e-23)) ((0.00799776 0.00920852 -4.19805e-08) (1.20876e-05 0.00359646 2.93025e-05)))
198	(((0.489192 -0.615405 -8.69934e-19) (0.284272 -0.00094976 -1.60552e-23)) ((0.00781565 0.00621273 -4.37932e-08) (1.2062e-05 0.00361025 2.99047e-05)))
199	(((0.249551 -0.604272 -8.69374e-19) (0.285372 -0.00094637 -1.61109e-23)) ((0.00767425 0.0031693 -4.52869e-08) (1.20189e-05 0.00362422 3.0438e-05)))
200	(((-0.0130636 -0.604921 -8.68749e-19) (0.286485 -0.000942923 -1.61661e-23)) ((0.00768249 -0.000165908 -4.48176e-08) (1.19751e-05 0.00363836 3.09458e-05)))
201	(((-0.292011 -0.609738 -8.68072e-19) (0.28761 -0.000940875 -1.62219e-23)) ((0.00774368 -0.00370853 -4.37075e-08) (1.19491e-05 0.00365265 3.14722e-05)))
202	(((-0.571473 -0.611095 -8.67399e-19) (0.288747 -0.000940127 -1.62794e-23)) ((0.0077609 -0.0072577 -4.32413e-08) (1.19396e-05 0.00366709 3.20166e-05)))
203	(((-0.843058 -0.604511 -8.66745e-19) (0.289897 -0.000939607 -1.63386e-23)) ((0.00767729 -0.0107068 -4.35639e-08) (1.1933e-05 0.00368169 3.25524e-05)))
204	(((-1.11027 -0.591926 -8.66154e-19) (0.291059 -0.000938394 -1.63983e-23)) ((0.00751746 -0.0141004 -4.47591e-08) (1.19176e-05 0.00369645 3.30575e-05)))
205	(((-1.39266 -0.589634 -8.65481e-19) (0.292235 -0.000936768 -1.64567e-23)) ((0.00748836 -0.0176868 -4.4657e-08) (1.1897e-05 0.00371138 3.35315e-05)))
206	(((-1.68804 -0.591715 -8.64752e-19) (0.293422 -0.000935993 -1.65138e-23)) ((0.00751477 -0.0214381 -4.40212e-08) (1.18871e-05 0.00372647 3.40091e-05)))
207	(((-1.98429 -0.587264 -8.64045e-19) (0.294623 -0.000936003 -1.65703e-23)) ((0.00745826 -0.0252005 -4.41034e-08) (1.18872e-05 0.00374171 3.44928e-05)))
208	(((-2.28407 -0.581807 -8.63387e-19) (0.295836 -0.000936047 -1.6627e-23)) ((0.00738895 -0.0290076 -4.41155e-08) (1.18878e-05 0.00375711 3.49636e-05)))
209	(((-2.58616 -0.57788 -8.62741e-19) (0.297061 -0.000935927 -1.66845e-23)) ((0.00733908 -0.0328442 -4.46427e-08) (1.18863e-05 0.00377268 3.54156e-05)))
210	(((-2.9111 -0.580974 -8.62079e-19) (0.2983 -0.000935922 -1.67421e-23)) ((0.00737837 -0.036971 -4.42391e-08) (1.18862e-05 0.00378841 3.58484e-05)))
211	(((-3.2497 -0.584396 -8.61376e-19) (0.299551 -0.000936745 -1.67991e-23)) ((0.00742182 -0.0412712 -4.39625e-08) (1.18967e-05 0.0038043 3.62842e-05)))
212	(((-3.59128 -0.582297 -8.60676e-19) (0.300815 -0.000938127 -1.68549e-23)) ((0.00739517 -0.0456093 -4.37806e-08) (1.19142e-05 0.00382035 3.67175e-05)))
213	(((-3.92346 -0.564572 -8.59994e-19) (0.302091 -0.000939173 -1.69095e-23)) ((0.00717007 -0.0498279 -4.46368e-08) (1.19275e-05 0.00383656 3.71375e-05)))
214	(((-4.26446 -0.559258 -8.59323e-19) (0.303381 -0.000939429 -1.69627e-23)) ((0.00710258 -0.0541587 -4.47729e-08) (1.19307e-05 0.00385294 3.75355e-05)))
215	(((-4.61936 -0.563959 -8.58624e-19) (0.304684 -0.000940115 -1.70152e-23)) ((0.00716229 -0.0586658 -4.44378e-08) (1.19395e-05 0.00386948 3.79265e-05)))
216	(((-4.98186 -0.56798 -8.57924e-19) (0.306 -0.000941784 -1.70674e-23)) ((0.00721334 -0.0632696 -4.42226e-08) (1.19607e-05 0.00388619 3.83214e-05)))
217	(((-5.34464 -0.563832 -8.57207e-19) (0.307329 -0.000943973 -1.71188e-23)) ((0.00716067 -0.067877 -4.42291e-08) (1.19885e-05 0.00390307 3.87164e-05)))
218	(((-5.70819 -0.556745 -8.56517e-19) (0.308671 -0.000946044 -1.71682e-23)) ((0.00707066 -0.072494 -4.42658e-08) (1.20148e-05 0.00392013 3.91051e-05)))
219	(((-6.07642 -0.548187 -8.55871e-19) (0.310028 -0.000947947 -1.72153e-23)) ((0.00696197 -0.0771705 -4.42398e-08) (1.20389e-05 0.00393735 3.94866e-05)))
220	(((-6.4528 -0.546946 -8.55182e-19) (0.311398 -0.000950005 -1.72602e-23)) ((0.00694621 -0.0819505 -4.4013e-08) (1.20651e-05 0.00395475 3.98642e-05)))
221	(((-6.83606 -0.545873 -8.54508e-19) (0.312781 -0.000952516 -1.73034e-23)) ((0.00693259 -0.086818 -4.3827e-08) (1.2097e-05 0.00397232 4.0242e-05)))
222	(((-7.21891 -0.540926 -8.53878e-19) (0.31418 -0.000955135 -1.73455e-23)) ((0.00686976 -0.0916801 -4.43042e-08) (1.21302e-05 0.00399008 4.06101e-05)))
223	(((-7.6095 -0.53695 -8.5319e-19) (0.315592 -0.000957463 -1.73855e-23)) ((0.00681926 -0.0966407 -4.42905e-08) (1.21598e-05 0.00400802 4.09565e-05)))
224	(((-8.00822 -0.533459 -8.52487e-19) (0.317019 -0.000959962 -1.74231e-23)) ((0.00677493 -0.101704 -4.38951e-08) (1.21915e-05 0.00402615 4.1298e-05)))
225	(((-8.41419 -0.529977 -8.51799e-19) (0.318461 -0.000962977 -1.74579e-23)) ((0.00673071 -0.10686 -4.34276e-08) (1.22298e-05 0.00404445 4.16463e-05)))
226	(((-8.82358 -0.529592 -8.512e-19) (0.319916 -0.000966454 -1.749e-23)) ((0.00672581 -0.112059 -4.31244e-08) (1.2274e-05 0.00406294 4.19977e-05)))
227	(((-9.2427 -0.528218 -8.50608e-19) (0.321387 -0.000969927 -1.75193e-23)) ((0.00670837 -0.117382 -4.32826e-08) (1.23181e-05 0.00408162 4.23349e-05)))
228	(((-9.67497 -0.52483 -8.49989e-19) (0.322873 -0.00097325 -1.75457e-23)) ((0.00666534 -0.122872 -4.32863e-08) (1.23603e-05 0.00410049 4.26548e-05)))
229	(((-10.1129 -0.519514 -8.49357e-19) (0.324374 -0.000976644 -1.7569e-23)) ((0.00659782 -0.128434 -4.31402e-08) (1.24034e-05 0.00411955 4.29689e-05)))
230	(((-10.5573 -0.519503 -8.4874e-19) (0.32589 -0.000980416 -1.75892e-23)) ((0.00659768 -0.134078 -4.24425e-08) (1.24513e-05 0.0041388 4.32858e-05)))
231	(((-11.0001 -0.514918 -8.48153e-19) (0.327421 -0.000984581 -1.76064e-23)) ((0.00653946 -0.139701 -4.23066e-08) (1.25042e-05 0.00415825 4.36077e-05)))
232	(((-11.4491 -0.510367 -8.47576e-19) (0.328968 -0.000988665 -1.76201e-23)) ((0.00648166 -0.145403 -4.21247e-08) (1.2556e-05 0.00417789 4.39205e-05)))
233	(((-11.9037 -0.505569 -8.47016e-19) (0.33053 -0.000992725 -1.76304e-23)) ((0.00642073 -0.151176 -4.19721e-08) (1.26076e-05 0.00419773 4.4227e-05)))
234	(((-12.3673 -0.505191 -8.46476e-19) (0.332109 -0.000996998 -1.7637e-23)) ((0.00641592 -0.157065 -4.13278e-08) (1.26619e-05 0.00421778 4.45319e-05)))
235	(((-12.829 -0.50013 -8.45952e-19) (0.333703 -0.00100156 -1.76399e-23)) ((0.00635165 -0.162928 -4.11994e-08) (1.27199e-05 0.00423803 4.48402e-05)))
236	(((-13.2978 -0.4982 -8.45407e-19) (0.335313 -0.00100613 -1.76386e-23)) ((0.00632714 -0.168882 -4.07518e-08) (1.27779e-05 0.00425848 4.5142e-05)))
237	(((-13.7678 -0.494004 -8.449e-19) (0.33694 -0.0010108 -1.76333e-23)) ((0.00627385 -0.174851 -4.05715e-08) (1.28372e-05 0.00427914 4.54423e-05)))
238	(((-14.2406 -0.486087 -8.44432e-19) (0.338584 -0.00101517 -1.76236e-23)) ((0.0061733 -0.180855 -4.0649e-08) (1.28927e-05 0.00430002 4.57301e-05)))
239	(((-14.722 -0.480937 -8.43956e-19) (0.340245 -0.00101933 -1.76095e-23)) ((0.0061079 -0.186969 -4.0492e-08) (1.29455e-05 0.00432111 4.60069e-05)))
240	(((-15.2151 -0.482723 -8.4348e-19) (0.341923 -0.00102398 -1.75912e-23)) ((0.00613059 -0.193232 -3.96339e-08) (1.30046e-05 0.00434242 4.6292e-05)))
241	(((-15.7051 -0.480028 -8.4303e-19) (0.343617 -0.00102928 -1.75692e-23)) ((0.00609635 -0.199455 -3.92416e-08) (1.30719e-05 0.00436394 4.65936e-05)))
242	(((-16.1941 -0.472765 -8.42667e-19) (0.345329 -0.00103433 -1.75427e-23)) ((0.00600412 -0.205665 -3.92864e-08) (1.3136e-05 0.00438568 4.68862e-05)))
243	(((-16.6917 -0.468297 -8.4226e-19) (0.347059 -0.00103894 -1.7511e-23)) ((0.00594737 -0.211985 -3.90577e-08) (1.31945e-05 0.00440765 4.71626e-05)))
244	(((-17.196 -0.465094 -8.41841e-19) (0.348806 -0.00104358 -1.74743e-23)) ((0.0059067 -0.218389 -3.86554e-08) (1.32534e-05 0.00442984 4.74376e-05)))
245	(((-17.7058 -0.463976 -8.41459e-19) (0.350572 -0.00104852 -1.74328e-23)) ((0.0058925 -0.224864 -3.80827e-08) (1.33163e-05 0.00445226 4.77185e-05)))
246	(((-18.2205 -0.46597 -8.41039e-19) (0.352355 -0.00105396 -1.73867e-23)) ((0.00591781 -0.2314 -3.7323e-08) (1.33853e-05 0.00447491 4.80115e-05)))
247	(((-18.7254 -0.454561 -8.4076e-19) (0.354156 -0.00105922 -1.73364e-23)) ((0.00577292 -0.237812 -3.76261e-08) (1.34521e-05 0.00449778 4.83007e-05)))
248	(((-19.2444 -0.448953 -8.40509e-19) (0.355977 -0.00106333 -1.72791e-23)) ((0.0057017 -0.244404 -3.7516e-08) (1.35043e-05 0.00452091 4.85493e-05)))
249	(((-19.7757 -0.449629 -8.40175e-19) (0.357816 -0.00106738 -1.72157e-23)) ((0.00571028 -0.251152 -3.70714e-08) (1.35557e-05 0.00454427 4.87896e-05)))
250	(((-20.3156 -0.454284 -8.39816e-19) (0.359674 -0.00107222 -1.71477e-23)) ((0.00576941 -0.258009 -3.5939e-08) (1.36172e-05 0.00456786 4.90485e-05)))
251	(((-20.8474 -0.449536 -8.39513e-19) (0.36155 -0.00107775 -1.70762e-23)) ((0.00570911 -0.264762 -3.5157e-08) (1.36874e-05 0.00459169 4.93314e-05)))
252	(((-21.3714 -0.436853 -8.39305e-19) (0.363446 -0.00108268 -1.70003e-23)) ((0.00554803 -0.271417 -3.49462e-08) (1.37501e-05 0.00461576 4.96049e-05)))
253	(((-21.9067 -0.431528 -8.39035e-19) (0.365361 -0.00108677 -1.69184e-23)) ((0.0054804 -0.278215 -3.45088e-08) (1.38019e-05 0.00464009 4.98554e-05)))
254	(((-22.4512 -0.431934 -8.38731e-19) (0.367296 -0.00109102 -1.683e-23)) ((0.00548557 -0.28513 -3.39465e-08) (1.38559e-05 0.00466466 5.01101e-05)))
255	(((-22.9926 -0.428562 -8.38447e-19) (0.36925 -0.00109565 -1.67356e-23)) ((0.00544273 -0.292006 -3.36058e-08) (1.39148e-05 0.00468948 5.03756e-05)))
256	(((-23.5341 -0.423304 -8.38188e-19) (0.371224 -0.00110017 -1.66356e-23)) ((0.00537596 -0.298883 -3.29291e-08) (1.39721e-05 0.00471454 5.06388e-05)))
257	(((-24.0795 -0.420986 -8.37983e-19) (0.373218 -0.00110458 -1.65308e-23)) ((0.00534653 -0.305809 -3.19704e-08) (1.40281e-05 0.00473986 5.09026e-05)))
258	(((-24.6209 -0.41297 -8.37774e-19) (0.375232 -0.00110886 -1.64219e-23)) ((0.00524471 -0.312685 -3.15417e-08) (1.40826e-05 0.00476544 5.11704e-05)))
259	(((-25.1673 -0.408553 -8.3755e-19) (0.377266 -0.00111275 -1.63082e-23)) ((0.00518862 -0.319625 -3.1135e-08) (1.41319e-05 0.00479128 5.14309e-05)))
260	(((-25.7169 -0.407178 -8.37316e-19) (0.379321 -0.00111663 -1.61891e-23)) ((0.00517116 -0.326604 -3.06085e-08) (1.41812e-05 0.00481737 5.16937e-05)))
261	(((-26.2706 -0.410022 -8.37105e-19) (0.381396 -0.00112083 -1.60646e-23)) ((0.00520728 -0.333637 -2.96443e-08) (1.42345e-05 0.00484373 5.1966e-05)))
262	(((-26.8146 -0.403806 -8.36874e-19) (0.383491 -0.00112517 -1.59355e-23)) ((0.00512833 -0.340545 -2.8998e-08) (1.42897e-05 0.00487034 5.225e-05)))
263	(((-27.358 -0.396312 -8.36641e-19) (0.385608 -0.00112889 -1.58013e-23)) ((0.00503316 -0.347447 -2.84733e-08) (1.43369e-05 0.00489722 5.25245e-05)))
264	(((-27.9032 -0.389473 -8.36409e-19) (0.387746 -0.00113205 -1.56619e-23)) ((0.00494631 -0.35437 -2.80429e-08) (1.4377e-05 0.00492437 5.27925e-05)))
265	(((-28.451 -0.384905 -8.36168e-19) (0.389905 -0.00113493 -1.55179e-23)) ((0.0048883 -0.361328 -2.75007e-08) (1.44136e-05 0.00495179 5.306e-05)))
266	(((-29.0062 -0.387672 -8.35949e-19) (0.392085 -0.00113804 -1.53697e-23)) ((0.00492344 -0.368379 -2.64848e-08) (1.44531e-05 0.00497947 5.33378e-05)))
267	(((-29.5523 -0.382303 -8.35671e-19) (0.394285 -0.00114151 -1.52181e-23)) ((0.00485525 -0.375315 -2.57093e-08) (1.44971e-05 0.00500742 5.36354e-05)))
268	(((-30.0969 -0.375886 -8.35382e-19) (0.396508 -0.00114453 -1.50635e-23)) ((0.00477375 -0.382231 -2.50084e-08) (1.45355e-05 0.00503565 5.39317e-05)))
269	(((-30.6409 -0.369572 -8.351e-19) (0.398751 -0.00114704 -1.49058e-23)) ((0.00469356 -0.38914 -2.4437e-08) (1.45674e-05 0.00506414 5.42262e-05)))
270	(((-31.1848 -0.365313 -8.34815e-19) (0.401017 -0.00114918 -1.47449e-23)) ((0.00463947 -0.396047 -2.38964e-08) (1.45946e-05 0.00509291 5.45201e-05)))
271	(((-31.7337 -0.369102 -8.34558e-19) (0.403303 -0.00115134 -1.45809e-23)) ((0.0046876 -0.403018 -2.29729e-08) (1.4622e-05 0.00512195 5.48197e-05)))
272	(((-32.2735 -0.365508 -8.34207e-19) (0.405611 -0.00115379 -1.44143e-23)) ((0.00464196 -0.409873 -2.22425e-08) (1.46531e-05 0.00515126 5.51373e-05)))
273	(((-32.8101 -0.360812 -8.3382e-19) (0.40794 -0.00115577 -1.42461e-23)) ((0.00458232 -0.416688 -2.15769e-08) (1.46782e-05 0.00518084 5.54532e-05)))
274	(((-33.3454 -0.356791 -8.33428e-19) (0.410291 -0.00115733 -1.40768e-23)) ((0.00453125 -0.423486 -2.09717e-08) (1.4698e-05 0.00521069 5.57704e-05)))
275	(((-33.8855 -0.358775 -8.33094e-19) (0.412663 -0.0011588 -1.39063e-23)) ((0.00455644 -0.430346 -2.00966e-08) (1.47167e-05 0.00524082 5.6095e-05)))
276	(((-34.4187 -0.352669 -8.32673e-19) (0.415056 -0.0011604 -1.37347e-23)) ((0.00447889 -0.437118 -1.94032e-08) (1.4737e-05 0.00527121 5.64381e-05)))
277	(((-34.9502 -0.344275 -8.32173e-19) (0.41747 -0.00116146 -1.35632e-23)) ((0.00437229 -0.443867 -1.86596e-08) (1.47505e-05 0.00530187 5.6786e-05)))
278	(((-35.486 -0.342176 -8.31723e-19) (0.419906 -0.00116216 -1.33921e-23)) ((0.00434564 -0.450672 -1.7695e-08) (1.47595e-05 0.0053328 5.7141e-05)))
279	(((-36.0158 -0.336126 -8.31181e-19) (0.422362 -0.0011629 -1.32214e-23)) ((0.0042688 -0.457401 -1.69438e-08) (1.47689e-05 0.00536399 5.75138e-05)))
280	(((-36.5458 -0.333256 -8.30677e-19) (0.424838 -0.00116334 -1.30524e-23)) ((0.00423235 -0.464131 -1.60893e-08) (1.47744e-05 0.00539544 5.78953e-05)))
281	(((-37.073 -0.330783 -8.30066e-19) (0.427335 -0.00116366 -1.28854e-23)) ((0.00420094 -0.470827 -1.53586e-08) (1.47784e-05 0.00542716 5.82881e-05)))
282	(((-37.5931 -0.323134 -8.29371e-19) (0.429852 -0.00116348 -1.27206e-23)) ((0.0041038 -0.477433 -1.47669e-08) (1.47762e-05 0.00545912 5.86862e-05)))
283	(((-38.1139 -0.322437 -8.28749e-19) (0.43239 -0.00116279 -1.25597e-23)) ((0.00409495 -0.484047 -1.40077e-08) (1.47674e-05 0.00549135 5.90861e-05)))
284	(((-38.6339 -0.325916 -8.28085e-19) (0.434947 -0.00116221 -1.24015e-23)) ((0.00413913 -0.49065 -1.30828e-08) (1.476e-05 0.00552382 5.95011e-05)))
285	(((-39.1497 -0.326931 -8.27279e-19) (0.437523 -0.00116186 -1.22462e-23)) ((0.00415203 -0.497201 -1.2079e-08) (1.47556e-05 0.00555654 5.99376e-05)))
